city,street,housenumber,apartmentnumber
Ramat Gan,HaYarkon,2,7
Haifa,King George,13,10
Netanya,Jabotinsky,10,7
Rishon LeZion,Sokolov,18,10
Rishon LeZion,Sokolov,3,2
Haifa,King George,10,2
Petah Tikva,Herzl,2,1
Herzliya,HaYarkon,7,6
Tel Aviv,Arlozorov,13,8
Beer Sheva,King George,2,6
Haifa,Rothschild,7,5
Herzliya,Herzl,11,9
Ashdod,Herzl,14,3
Rehovot,Dizengoff,12,3
Jerusalem,Sokolov,6,9
Ashdod,Herzl,14,0
Ashkelon,Begin,2,0
Nazareth,HaYarkon,6,8
Herzliya,Jabotinsky,3,8
Herzliya,Arlozorov,13,5
Modiin,Rabin,17,10
Modiin,Ben Gurion,15,7
Beer Sheva,Herzl,3,5
Jerusalem,HaYarkon,9,2
Netanya,Allenby,2,3
Nazareth,Allenby,2,6
Kfar Saba,Herzl,15,2
Herzliya,Sokolov,20,2
Bnei Brak,Arlozorov,18,5
Kfar Saba,King George,8,9
Netanya,Sokolov,9,2
Kfar Saba,Sokolov,4,10
Nazareth,Sokolov,9,0
Jerusalem,Allenby,10,10
Herzliya,Rothschild,12,4
Jerusalem,Begin,14,7
Nazareth,Begin,1,6
Netanya,HaYarkon,15,9
Kfar Saba,Sokolov,15,8
Ashdod,Allenby,3,1
Petah Tikva,Rabin,7,8
Ashdod,Sokolov,15,1
Herzliya,King George,11,5
Rishon LeZion,Eshkol,20,10
Petah Tikva,Rabin,4,4
Rehovot,Arlozorov,17,2
Rishon LeZion,Begin,20,8
Nazareth,Bialik,2,6
Haifa,Begin,19,6
Ashkelon,Allenby,10,10
Modiin,Jabotinsky,19,9
Bnei Brak,Dizengoff,4,9
Netanya,HaYarkon,5,7
Rishon LeZion,Allenby,13,4
Petah Tikva,Bialik,9,3
Rishon LeZion,Sokolov,19,7
Ramat Gan,Dizengoff,8,6
Beer Sheva,Eshkol,1,2
Petah Tikva,Rothschild,16,7
Ramat Gan,Jabotinsky,10,9
Jerusalem,Arlozorov,17,8
Bnei Brak,Bialik,13,5
Jerusalem,Rothschild,2,8
Ramat Gan,Begin,20,1
Ashkelon,HaYarkon,13,9
Rehovot,HaYarkon,9,9
Ashkelon,HaYarkon,1,9
Ramat Gan,Rabin,1,6
Rehovot,Rabin,20,7
Rishon LeZion,Dizengoff,13,8
Ashdod,Bialik,8,8
Netanya,Jabotinsky,20,10
Netanya,Allenby,7,0
Ashdod,Herzl,6,0
Ashdod,Rabin,5,0
Ashkelon,Arlozorov,1,7
Ramat Gan,King George,20,9
Ashkelon,Rabin,2,0
Rehovot,Jabotinsky,13,6
Petah Tikva,Sokolov,14,5
Ramat Gan,Jabotinsky,9,5
Modiin,Herzl,12,1
Ramat Gan,Ben Gurion,7,3
Petah Tikva,Allenby,7,6
Beer Sheva,Begin,6,3
Modiin,Rabin,6,3
Modiin,Jabotinsky,10,10
Kfar Saba,Eshkol,1,3
Modiin,Allenby,1,8
Netanya,Herzl,16,2
Nazareth,Sokolov,12,3
Ashkelon,Ben Gurion,19,4
Rehovot,Begin,3,10
Bnei Brak,Rothschild,11,8
Ashdod,Arlozorov,16,5
Kfar Saba,Herzl,20,7
Ashdod,Jabotinsky,17,8
Jerusalem,HaYarkon,6,8
Rishon LeZion,Allenby,18,5
Bnei Brak,Eshkol,14,1
Rehovot,Sokolov,4,2
Herzliya,HaYarkon,3,5
Tel Aviv,Dizengoff,6,5
Netanya,Dizengoff,4,10
Haifa,Herzl,16,3
Ashkelon,Sokolov,13,1
Rishon LeZion,King George,8,3
Netanya,Arlozorov,17,3
Herzliya,Bialik,15,6
Nazareth,Ben Gurion,7,7
Petah Tikva,Bialik,17,1
Nazareth,Rabin,2,9
Haifa,Jabotinsky,10,0
Beer Sheva,Herzl,2,8
Ramat Gan,Dizengoff,16,9
Tel Aviv,Jabotinsky,5,8
Kfar Saba,Ben Gurion,16,0
Netanya,Sokolov,11,9
Kfar Saba,Rabin,6,10
Herzliya,Jabotinsky,1,0
Herzliya,Allenby,7,5
Tel Aviv,HaYarkon,10,3
Jerusalem,Ben Gurion,13,6
Haifa,Herzl,9,10
Bnei Brak,Bialik,8,8
Netanya,Rothschild,17,6
Ashdod,King George,18,1
Jerusalem,Allenby,3,2
Haifa,Jabotinsky,1,9
Jerusalem,Arlozorov,16,9
Kfar Saba,Rothschild,8,6
Modiin,Ben Gurion,9,1
Rishon LeZion,Jabotinsky,8,10
Haifa,Dizengoff,17,2
Ashdod,Arlozorov,11,4
Haifa,Rothschild,6,0
Rehovot,Rothschild,17,3
Haifa,Ben Gurion,10,9
Netanya,Sokolov,12,2
Ashdod,Sokolov,17,4
Rishon LeZion,Begin,10,1
Bnei Brak,Arlozorov,8,7
Ashdod,Dizengoff,19,9
Bnei Brak,Rothschild,18,4
Bnei Brak,Rabin,3,0
Tel Aviv,Bialik,14,8
Tel Aviv,Sokolov,3,6
Netanya,Eshkol,20,2
Ramat Gan,Eshkol,9,10
Ashkelon,Eshkol,11,7
Netanya,King George,2,3
Ramat Gan,Herzl,20,6
Bnei Brak,King George,7,9
Petah Tikva,Rabin,12,5
Haifa,Bialik,6,1
Herzliya,Dizengoff,10,0
Rishon LeZion,Herzl,1,4
Beer Sheva,Jabotinsky,1,1
Haifa,King George,7,4
Rehovot,Dizengoff,17,8
Netanya,Begin,1,7
Herzliya,Eshkol,2,10
Ashkelon,Bialik,15,8
Jerusalem,Bialik,14,8
Ashdod,Herzl,2,8
Jerusalem,Dizengoff,19,6
Modiin,Rothschild,4,6
Ramat Gan,Allenby,10,8
Ramat Gan,HaYarkon,5,6
Rishon LeZion,Rabin,20,6
Jerusalem,Herzl,15,0
Petah Tikva,Rabin,3,0
Ashkelon,Rabin,3,9
Ramat Gan,Rabin,14,10
Haifa,King George,3,4
Modiin,Jabotinsky,12,7
Ashdod,Jabotinsky,17,0
Ramat Gan,Arlozorov,14,5
Herzliya,HaYarkon,13,9
Rishon LeZion,Jabotinsky,14,7
Kfar Saba,Ben Gurion,17,7
Tel Aviv,Ben Gurion,6,5
Bnei Brak,Dizengoff,14,6
Beer Sheva,Eshkol,19,2
Rishon LeZion,HaYarkon,9,1
Petah Tikva,Rabin,8,1
Tel Aviv,Rabin,16,1
Bnei Brak,Allenby,10,3
Ashkelon,Rabin,7,8
Ashdod,Ben Gurion,12,2
Tel Aviv,Ben Gurion,8,10
Ashdod,HaYarkon,9,6
Ashkelon,Allenby,9,5
Kfar Saba,Bialik,1,2
Ramat Gan,Eshkol,16,2
Haifa,Dizengoff,15,8
Ramat Gan,Dizengoff,17,1
Beer Sheva,Ben Gurion,18,3
Ashkelon,Ben Gurion,12,5
Ashdod,Allenby,16,2
Ashdod,Arlozorov,18,0
Rehovot,Bialik,10,10
Petah Tikva,HaYarkon,4,5
Modiin,Bialik,11,9
Ashkelon,Allenby,7,4
Rishon LeZion,Ben Gurion,4,3
Nazareth,Dizengoff,3,10
Ashkelon,Rothschild,3,6
Jerusalem,Allenby,2,7
Modiin,Allenby,14,1
Petah Tikva,Herzl,15,6
Netanya,Begin,13,8
Rehovot,HaYarkon,17,6
Rishon LeZion,Rabin,7,10
Nazareth,Sokolov,12,5
Tel Aviv,Allenby,13,5
Netanya,Eshkol,11,1
Ramat Gan,Ben Gurion,2,8
Modiin,Bialik,19,2
Ramat Gan,Allenby,7,8
Rishon LeZion,Begin,6,5
Bnei Brak,Allenby,18,3
Haifa,Begin,15,3
Modiin,Rabin,7,3
Jerusalem,King George,3,0
Herzliya,Bialik,18,8
Ashkelon,King George,17,8
Beer Sheva,Rothschild,15,8
Tel Aviv,Jabotinsky,8,2
Jerusalem,Herzl,16,2
Ramat Gan,King George,17,1
Beer Sheva,Bialik,19,2
Ashdod,HaYarkon,3,9
Haifa,Eshkol,10,7
Ashkelon,Begin,11,10
Herzliya,Ben Gurion,13,2
Ramat Gan,Begin,4,8
Herzliya,Rabin,17,6
Tel Aviv,Allenby,17,5
Bnei Brak,Herzl,14,2
Rehovot,Allenby,1,1
Rehovot,Sokolov,8,3
Rishon LeZion,Herzl,17,5
Tel Aviv,Rabin,4,9
Herzliya,Ben Gurion,14,6
Herzliya,Dizengoff,11,8
Ashkelon,Begin,4,3
Tel Aviv,Bialik,3,7
Netanya,HaYarkon,11,1
Rishon LeZion,King George,9,4
Petah Tikva,Arlozorov,13,7
Rishon LeZion,Jabotinsky,13,1
Netanya,Bialik,4,3
Bnei Brak,Sokolov,8,6
Tel Aviv,Sokolov,13,7
Jerusalem,Herzl,19,4
Ashkelon,Jabotinsky,12,5
Haifa,Allenby,19,0
Rehovot,Dizengoff,15,7
Ashkelon,Begin,4,0
Bnei Brak,Rabin,3,8
Rehovot,Rothschild,9,5
Tel Aviv,Eshkol,10,4
Ashdod,Dizengoff,14,6
Beer Sheva,Dizengoff,4,6
Rishon LeZion,Sokolov,6,2
Petah Tikva,Ben Gurion,15,1
Tel Aviv,Arlozorov,16,6
Netanya,King George,1,9
Bnei Brak,HaYarkon,2,2
Tel Aviv,Begin,8,5
Kfar Saba,Herzl,19,1
Beer Sheva,Dizengoff,6,8
Herzliya,Rothschild,17,7
Beer Sheva,Rabin,11,3
Rishon LeZion,King George,9,8
Rishon LeZion,Jabotinsky,18,8
Rishon LeZion,Arlozorov,20,2
Herzliya,Begin,1,8
Bnei Brak,Jabotinsky,7,1
Beer Sheva,Sokolov,18,8
Nazareth,Eshkol,13,3
Modiin,Jabotinsky,16,3
Nazareth,Herzl,18,6
Ashdod,Eshkol,17,2
Modiin,Eshkol,13,0
Rehovot,Dizengoff,4,0
Ashkelon,Herzl,18,7
Bnei Brak,Begin,6,0
Netanya,Sokolov,4,5
Petah Tikva,HaYarkon,9,9
Kfar Saba,Rothschild,9,6
Netanya,Begin,4,1
Rishon LeZion,Rabin,13,10
Nazareth,Bialik,20,6
Herzliya,Allenby,5,3
Bnei Brak,Allenby,5,8
Modiin,Herzl,5,6
Rehovot,Jabotinsky,19,5
Netanya,Eshkol,6,8
Jerusalem,HaYarkon,1,9
Bnei Brak,Bialik,14,9
Haifa,Bialik,6,7
Ashdod,Arlozorov,18,10
Kfar Saba,Arlozorov,1,8
Modiin,Arlozorov,7,7
Ashdod,HaYarkon,16,6
Nazareth,Dizengoff,7,2
Modiin,Begin,18,10
Kfar Saba,Arlozorov,11,3
Rehovot,King George,14,0
Rishon LeZion,Eshkol,19,7
Jerusalem,Arlozorov,17,5
Petah Tikva,Ben Gurion,16,9
Rehovot,Herzl,13,10
Modiin,King George,14,0
Netanya,Allenby,20,7
Jerusalem,Sokolov,6,10
Nazareth,Herzl,5,7
Ramat Gan,Herzl,2,3
Jerusalem,HaYarkon,16,7
Bnei Brak,King George,1,10
Ashkelon,Eshkol,14,5
Jerusalem,Begin,4,8
Ashkelon,Rabin,3,10
Ashkelon,Ben Gurion,18,3
Jerusalem,Ben Gurion,2,3
Herzliya,Rothschild,9,4
Bnei Brak,Eshkol,7,4
Petah Tikva,Rabin,11,8
Rishon LeZion,Dizengoff,10,4
Bnei Brak,Sokolov,19,9
Beer Sheva,Herzl,15,3
Bnei Brak,Ben Gurion,16,4
Kfar Saba,Dizengoff,14,2
Jerusalem,King George,19,4
Netanya,Bialik,3,6
Modiin,Bialik,9,6
Herzliya,Eshkol,6,10
Ashdod,Rabin,18,3
Ashdod,Begin,17,5
Ashkelon,Rabin,18,2
Jerusalem,Rabin,16,5
Ashkelon,Allenby,14,1
Kfar Saba,Ben Gurion,4,0
Tel Aviv,King George,4,10
Beer Sheva,Jabotinsky,14,8
Herzliya,Jabotinsky,5,9
Netanya,Allenby,10,1
Rehovot,Eshkol,15,7
Ashkelon,Rabin,19,0
Petah Tikva,Eshkol,9,8
Petah Tikva,Herzl,3,7
Bnei Brak,Ben Gurion,7,1
Rehovot,Dizengoff,15,0
Jerusalem,Bialik,10,4
Beer Sheva,Begin,1,9
Jerusalem,King George,3,10
Kfar Saba,Rabin,12,5
Modiin,Eshkol,15,2
Rishon LeZion,Rothschild,3,3
Bnei Brak,Sokolov,13,9
Petah Tikva,Herzl,6,5
Tel Aviv,HaYarkon,3,6
Nazareth,Herzl,3,8
Haifa,Arlozorov,2,1
Herzliya,Herzl,13,3
Ramat Gan,Jabotinsky,13,3
Bnei Brak,Herzl,17,10
Rehovot,Begin,14,5
Jerusalem,Begin,2,5
Beer Sheva,Arlozorov,11,1
Modiin,Begin,6,2
Ashkelon,Eshkol,14,7
Haifa,Eshkol,2,10
Rishon LeZion,Ben Gurion,1,2
Jerusalem,Jabotinsky,4,1
Ramat Gan,Rothschild,18,3
Modiin,Rabin,8,2
Kfar Saba,Sokolov,11,0
Ramat Gan,Allenby,11,9
Tel Aviv,Ben Gurion,6,9
Kfar Saba,HaYarkon,12,4
Ashkelon,Allenby,17,2
Petah Tikva,Arlozorov,10,2
Herzliya,Begin,7,3
Ashkelon,Sokolov,19,3
Herzliya,Jabotinsky,1,2
Ashkelon,HaYarkon,18,4
Bnei Brak,Sokolov,2,6
Tel Aviv,Herzl,1,3
Ashdod,Herzl,15,0
Modiin,Dizengoff,16,2
Bnei Brak,Jabotinsky,12,10
Jerusalem,Allenby,4,3
Jerusalem,King George,11,10
Haifa,Herzl,18,1
Tel Aviv,Allenby,18,5
Jerusalem,Arlozorov,7,5
Ashdod,Herzl,13,7
Tel Aviv,Sokolov,16,6
Rishon LeZion,Eshkol,20,4
Herzliya,Herzl,7,0
Petah Tikva,Rabin,15,0
Modiin,Ben Gurion,18,7
Nazareth,Bialik,3,0
Rishon LeZion,Bialik,16,0
Tel Aviv,HaYarkon,6,2
Tel Aviv,Rabin,4,1
Beer Sheva,Rothschild,20,3
Jerusalem,Jabotinsky,12,1
Tel Aviv,Begin,3,10
Rishon LeZion,King George,17,6
Beer Sheva,Bialik,6,5
Netanya,Arlozorov,3,6
Jerusalem,Herzl,7,0
Netanya,Rabin,6,4
Rehovot,Arlozorov,19,1
Nazareth,Rabin,5,6
Netanya,Arlozorov,17,7
Jerusalem,Herzl,18,6
Jerusalem,Begin,7,4
Petah Tikva,Arlozorov,11,10
Haifa,Ben Gurion,4,6
Rishon LeZion,Bialik,2,10
Ashkelon,Rabin,6,3
Netanya,Allenby,3,6
Nazareth,Arlozorov,14,6
Nazareth,King George,11,3
Rishon LeZion,Rothschild,1,9
Ramat Gan,Jabotinsky,10,4
Rishon LeZion,Begin,2,9
Modiin,Bialik,8,10
Jerusalem,Herzl,8,0
Ramat Gan,Allenby,19,7
Modiin,Rabin,3,8
Herzliya,Bialik,16,7
Ashdod,Dizengoff,18,10
Rishon LeZion,Ben Gurion,1,10
Nazareth,Allenby,5,10
Beer Sheva,Dizengoff,2,4
Modiin,Arlozorov,4,8
Rehovot,Dizengoff,20,10
Petah Tikva,Ben Gurion,19,0
Ashkelon,Dizengoff,3,3
Bnei Brak,HaYarkon,18,0
Netanya,Rothschild,4,0
Ramat Gan,Eshkol,13,9
Rishon LeZion,HaYarkon,16,5
Modiin,Sokolov,9,6
Jerusalem,Herzl,14,2
Netanya,Sokolov,6,5
Nazareth,Herzl,15,5
Bnei Brak,Allenby,14,9
Beer Sheva,Arlozorov,11,7
Ashdod,Arlozorov,14,9
Nazareth,Rabin,16,8
Herzliya,Rothschild,10,3
Jerusalem,Eshkol,9,4
Bnei Brak,Herzl,3,2
Rehovot,Bialik,7,1
Rishon LeZion,Ben Gurion,3,6
Tel Aviv,Bialik,2,10
Kfar Saba,Herzl,16,6
Ashkelon,Herzl,14,1
Netanya,Sokolov,3,4
Haifa,Jabotinsky,15,10
Kfar Saba,Bialik,6,3
Beer Sheva,King George,11,9
Nazareth,Begin,17,10
Petah Tikva,Sokolov,15,0
Nazareth,Allenby,1,6
Ashkelon,Begin,7,8
Beer Sheva,Bialik,9,5
Modiin,Sokolov,18,9
Herzliya,Eshkol,1,6
Rehovot,Allenby,15,8
Jerusalem,Ben Gurion,9,8
Petah Tikva,Bialik,18,1
Rehovot,Bialik,11,1
Beer Sheva,Allenby,3,9
Tel Aviv,Herzl,8,6
Haifa,King George,10,0
Ashkelon,Rothschild,5,5
Haifa,HaYarkon,16,2
Ashkelon,HaYarkon,8,2
Jerusalem,Sokolov,17,3
Netanya,Arlozorov,20,4
Ramat Gan,King George,9,9
Tel Aviv,Rothschild,1,0
Modiin,Eshkol,19,0
Beer Sheva,Sokolov,5,0
Ashdod,Eshkol,19,3
Bnei Brak,Bialik,14,7
Herzliya,HaYarkon,1,9
Ashdod,Eshkol,6,5
Netanya,Ben Gurion,10,4
Petah Tikva,Arlozorov,19,7
Haifa,Arlozorov,7,4
Kfar Saba,King George,9,1
Petah Tikva,Arlozorov,14,5
Jerusalem,Eshkol,8,9
Jerusalem,Herzl,11,6
Ashdod,Sokolov,7,3
Jerusalem,Jabotinsky,3,0
Bnei Brak,Rabin,11,6
Kfar Saba,Ben Gurion,2,10
Ramat Gan,Dizengoff,19,6
Beer Sheva,Eshkol,16,7
Ashdod,Jabotinsky,16,2
Ashdod,Ben Gurion,15,3
Ashkelon,Dizengoff,5,1
Rehovot,Eshkol,18,7
Kfar Saba,Rabin,7,6
Nazareth,Sokolov,7,2
Ashdod,Rothschild,10,1
Ramat Gan,Arlozorov,15,9
Netanya,Bialik,16,1
Herzliya,Bialik,12,3
Modiin,Ben Gurion,5,4
Ashkelon,Herzl,13,8
Petah Tikva,Sokolov,16,8
Ashdod,Dizengoff,1,2
Rishon LeZion,Ben Gurion,15,5
Rehovot,Herzl,1,3
Petah Tikva,Rothschild,18,2
Ramat Gan,Arlozorov,11,0
Beer Sheva,Bialik,7,4
Jerusalem,Sokolov,10,8
Herzliya,Eshkol,10,6
Ramat Gan,Herzl,18,9
Ashdod,Dizengoff,14,10
Bnei Brak,Arlozorov,12,8
Kfar Saba,Bialik,5,3
Petah Tikva,Begin,17,6
Ashdod,HaYarkon,3,8
Bnei Brak,Rabin,8,0
Rishon LeZion,Sokolov,3,10
Nazareth,Arlozorov,17,9
Rishon LeZion,Eshkol,3,0
Tel Aviv,Dizengoff,9,8
Petah Tikva,Sokolov,8,3
Ashkelon,HaYarkon,18,2
Petah Tikva,Herzl,17,6
Rishon LeZion,King George,3,4
Nazareth,HaYarkon,13,9
Beer Sheva,Begin,15,3
Herzliya,Ben Gurion,16,10
Haifa,Begin,10,3
Ashkelon,Sokolov,18,4
Herzliya,Sokolov,1,0
Herzliya,Arlozorov,9,7
Modiin,Rothschild,12,8
Jerusalem,Herzl,12,1
Tel Aviv,Rabin,19,8
Petah Tikva,Dizengoff,18,7
Modiin,Begin,2,0
Haifa,Ben Gurion,15,3
Netanya,King George,13,6
Modiin,Arlozorov,6,6
Bnei Brak,Allenby,2,1
Kfar Saba,Jabotinsky,14,7
Modiin,Arlozorov,3,10
Haifa,Herzl,4,4
Jerusalem,King George,14,2
Herzliya,Rothschild,12,3
Ashkelon,Herzl,2,8
Netanya,Rothschild,1,7
Herzliya,Ben Gurion,15,2
Kfar Saba,Bialik,1,5
Herzliya,Allenby,11,2
Herzliya,Allenby,2,8
Bnei Brak,Arlozorov,11,9
Ashkelon,Bialik,17,3
Kfar Saba,Rothschild,12,8
Petah Tikva,Dizengoff,16,0
Nazareth,Dizengoff,8,9
Ashkelon,Rabin,20,1
Modiin,Eshkol,5,1
Herzliya,Herzl,16,5
Rehovot,Arlozorov,9,6
Kfar Saba,Rothschild,17,0
Beer Sheva,Ben Gurion,20,3
Bnei Brak,Rabin,6,0
Beer Sheva,Jabotinsky,3,5
Jerusalem,Jabotinsky,7,9
Herzliya,Dizengoff,12,4
Rishon LeZion,Bialik,8,9
Haifa,Bialik,11,0
Tel Aviv,Dizengoff,3,4
Bnei Brak,HaYarkon,10,10
Petah Tikva,Jabotinsky,3,8
Ramat Gan,Ben Gurion,14,3
Ashkelon,Ben Gurion,11,0
Rishon LeZion,Arlozorov,19,4
Kfar Saba,Eshkol,3,9
Haifa,HaYarkon,9,1
Tel Aviv,Dizengoff,6,8
Netanya,Herzl,14,0
Beer Sheva,Rabin,18,4
Rehovot,Allenby,19,8
Netanya,Allenby,10,9
Herzliya,Arlozorov,12,0
Modiin,Eshkol,11,10
Nazareth,HaYarkon,11,10
Herzliya,Jabotinsky,17,4
Herzliya,Herzl,10,6
Ashdod,King George,18,7
Kfar Saba,HaYarkon,1,1
Bnei Brak,Dizengoff,6,3
Modiin,Herzl,4,10
Ramat Gan,HaYarkon,12,3
Nazareth,Eshkol,15,6
Nazareth,Eshkol,19,3
Ashdod,Dizengoff,10,4
Nazareth,Herzl,19,8
Ashkelon,Sokolov,12,10
Rehovot,Begin,2,4
Jerusalem,Begin,16,3
Herzliya,Herzl,10,0
Rehovot,Rabin,5,2
Ashkelon,Allenby,18,6
Modiin,Ben Gurion,12,8
Beer Sheva,Bialik,8,1
Netanya,Eshkol,20,9
Tel Aviv,Dizengoff,9,3
Ashkelon,Dizengoff,11,3
Ramat Gan,Allenby,6,3
Haifa,Bialik,20,6
Bnei Brak,Arlozorov,13,3
Ashkelon,Jabotinsky,18,9
Rehovot,Jabotinsky,1,9
Petah Tikva,Eshkol,9,7
Beer Sheva,King George,2,4
Modiin,Ben Gurion,5,1
Haifa,Arlozorov,4,8
Beer Sheva,Ben Gurion,7,6
Herzliya,Rothschild,7,5
Modiin,Ben Gurion,2,5
Bnei Brak,King George,19,1
Ashkelon,Begin,8,9
Ramat Gan,Eshkol,13,5
Ramat Gan,Sokolov,13,3
Beer Sheva,Arlozorov,6,2
Herzliya,Bialik,2,5
Ashdod,Allenby,18,5
Petah Tikva,King George,12,3
Jerusalem,Allenby,15,0
Netanya,Herzl,16,3
Bnei Brak,King George,19,5
Bnei Brak,Sokolov,2,1
Bnei Brak,Arlozorov,20,6
Petah Tikva,Eshkol,10,0
Tel Aviv,Rabin,8,4
Jerusalem,Begin,17,3
Jerusalem,HaYarkon,20,7
Nazareth,Arlozorov,7,9
Bnei Brak,Herzl,5,5
Haifa,HaYarkon,17,3
Jerusalem,Ben Gurion,13,4
Kfar Saba,Sokolov,1,5
Netanya,Rothschild,1,1
Netanya,Rabin,17,6
Netanya,Allenby,9,7
Rehovot,Begin,9,3
Ashkelon,Herzl,17,5
Nazareth,Dizengoff,17,5
Kfar Saba,Herzl,19,5
Ramat Gan,Rothschild,10,5
Ashkelon,Rabin,17,5
Rehovot,King George,6,1
Petah Tikva,Herzl,17,4
Beer Sheva,King George,19,6
Nazareth,Allenby,19,7
Nazareth,Jabotinsky,5,4
Netanya,Ben Gurion,14,4
Rehovot,Arlozorov,9,1
Ashkelon,Sokolov,4,9
Modiin,Jabotinsky,12,2
Nazareth,Dizengoff,12,10
Bnei Brak,Dizengoff,7,5
Rishon LeZion,Bialik,8,4
Beer Sheva,Bialik,10,2
Jerusalem,Rothschild,17,4
Haifa,Sokolov,18,6
Herzliya,Jabotinsky,17,1
Kfar Saba,Bialik,3,9
Ashkelon,Begin,18,4
Kfar Saba,Rabin,4,8
Kfar Saba,King George,13,4
Tel Aviv,Jabotinsky,6,0
Bnei Brak,Dizengoff,3,9
Haifa,King George,10,4
Rehovot,Dizengoff,20,6
Rishon LeZion,Dizengoff,7,6
Rishon LeZion,Arlozorov,11,1
Ashdod,Begin,1,8
Herzliya,Dizengoff,8,1
Beer Sheva,Herzl,8,3
Tel Aviv,Rabin,12,9
Kfar Saba,Arlozorov,14,10
Kfar Saba,Herzl,13,9
Rishon LeZion,King George,13,9
Kfar Saba,Jabotinsky,15,3
Tel Aviv,Arlozorov,5,1
Rehovot,Rothschild,10,2
Kfar Saba,Arlozorov,2,1
Ashkelon,King George,13,7
Nazareth,Arlozorov,12,10
Petah Tikva,Sokolov,12,0
Ashdod,Herzl,7,7
Beer Sheva,Ben Gurion,18,2
Bnei Brak,King George,15,6
Haifa,Begin,10,6
Beer Sheva,Herzl,4,3
Kfar Saba,Jabotinsky,1,4
Nazareth,Arlozorov,20,5
Tel Aviv,Jabotinsky,15,6
Ashdod,Bialik,12,1
Haifa,Bialik,13,5
Bnei Brak,Dizengoff,9,2
Tel Aviv,Rabin,14,2
Bnei Brak,Rothschild,20,9
Petah Tikva,Jabotinsky,5,10
Ashkelon,Rothschild,4,3
Ashkelon,Ben Gurion,2,5
Kfar Saba,King George,5,7
Haifa,Dizengoff,3,6
Beer Sheva,Eshkol,18,1
Beer Sheva,Herzl,5,1
Netanya,Eshkol,3,9
Ashkelon,Herzl,18,3
Modiin,Ben Gurion,4,0
Jerusalem,HaYarkon,3,5
Herzliya,Jabotinsky,8,2
Haifa,Sokolov,9,3
Haifa,Rothschild,1,10
Rishon LeZion,Arlozorov,7,1
Nazareth,Ben Gurion,5,6
Rishon LeZion,Jabotinsky,16,10
Netanya,King George,3,6
Herzliya,Ben Gurion,7,0
Nazareth,Rabin,13,5
Herzliya,Begin,16,7
Rehovot,King George,19,6
Rehovot,Herzl,9,4
Jerusalem,Ben Gurion,12,3
Bnei Brak,Bialik,7,5
Rishon LeZion,HaYarkon,7,9
Herzliya,Allenby,5,7
Tel Aviv,Allenby,9,9
Haifa,Dizengoff,10,7
Ramat Gan,Dizengoff,10,4
Bnei Brak,Sokolov,7,2
Kfar Saba,Herzl,10,9
Netanya,Jabotinsky,16,0
Beer Sheva,HaYarkon,18,6
Herzliya,King George,3,7
Tel Aviv,Herzl,7,9
Modiin,HaYarkon,9,8
Tel Aviv,Sokolov,2,3
Tel Aviv,King George,11,2
Beer Sheva,Dizengoff,17,3
Netanya,Arlozorov,3,7
Ramat Gan,Jabotinsky,11,3
Rishon LeZion,Jabotinsky,9,2
Petah Tikva,Ben Gurion,18,5
Netanya,Allenby,9,0
Haifa,Eshkol,7,10
Beer Sheva,Eshkol,9,10
Kfar Saba,Jabotinsky,11,9
Bnei Brak,King George,13,6
Herzliya,Eshkol,19,3
Jerusalem,Ben Gurion,15,10
Netanya,Sokolov,18,9
Rehovot,Sokolov,13,10
Beer Sheva,Sokolov,19,7
Ashkelon,Jabotinsky,15,1
Kfar Saba,Dizengoff,1,4
Modiin,Herzl,3,9
Haifa,Arlozorov,17,9
Haifa,Sokolov,18,10
Nazareth,Bialik,12,4
Tel Aviv,Herzl,14,1
Tel Aviv,Sokolov,2,10
Ashkelon,Eshkol,8,0
Tel Aviv,Rothschild,3,9
Haifa,Arlozorov,9,5
Haifa,Arlozorov,4,1
Rehovot,Ben Gurion,10,4
Ashdod,HaYarkon,15,5
Kfar Saba,Allenby,1,1
Nazareth,King George,4,6
Rehovot,Allenby,7,10
Netanya,Rabin,20,2
Jerusalem,Ben Gurion,20,9
Kfar Saba,Begin,2,3
Bnei Brak,Dizengoff,2,6
Modiin,Dizengoff,17,1
Nazareth,Allenby,3,3
Modiin,Arlozorov,6,5
Petah Tikva,Rabin,20,4
Tel Aviv,Arlozorov,9,1
Rehovot,Bialik,7,5
Herzliya,HaYarkon,14,9
Beer Sheva,Jabotinsky,17,2
Beer Sheva,King George,14,9
Ashdod,HaYarkon,15,6
Netanya,Herzl,3,4
Bnei Brak,Rothschild,4,0
Petah Tikva,Bialik,7,3
Kfar Saba,Sokolov,8,2
Ashdod,Herzl,3,10
Tel Aviv,Herzl,19,3
Modiin,Begin,10,2
Haifa,Jabotinsky,15,2
Modiin,HaYarkon,13,6
Netanya,King George,9,8
Petah Tikva,Arlozorov,11,3
Ashdod,Ben Gurion,13,3
Modiin,Begin,5,2
Kfar Saba,Arlozorov,18,1
Beer Sheva,Sokolov,16,3
Netanya,Dizengoff,15,2
Haifa,Arlozorov,3,9
Tel Aviv,Arlozorov,4,1
Ashkelon,Dizengoff,15,6
Jerusalem,Dizengoff,14,7
Jerusalem,Dizengoff,15,3
Herzliya,Allenby,1,1
Herzliya,Rothschild,1,2
Bnei Brak,Arlozorov,11,1
Haifa,HaYarkon,3,8
Petah Tikva,Sokolov,20,4
